Gene.symbol	Healthy001	Healthy002	Healthy003	Healthy004	Healthy005	Healthy006	Healthy007	Healthy008	Healthy009	Healthy010	Healthy011	Healthy012	Healthy013	Healthy014	Healthy015	Healthy016	Healthy017	Healthy018	Healthy019	Healthy020	Healthy021	Healthy022	Healthy023	Healthy024	Healthy025	Healthy026	Healthy027	Healthy028	Healthy029	Healthy030	Healthy031	Healthy032	Healthy033	Healthy034	Healthy035	Healthy036	Healthy037	Healthy038	Healthy039	Healthy040	Healthy041	Healthy042	Healthy043	Healthy044	Healthy045	Healthy046	Healthy047	Healthy048	Healthy049	Healthy050	Healthy051	Healthy052	Healthy053	Healthy054	Healthy055	Healthy056	Healthy057	Healthy058	Healthy059	Healthy060	Healthy061	Healthy062	Healthy063	Healthy064	Healthy065	Healthy066	Healthy067	Healthy068	Healthy069	Healthy070	Healthy071	Healthy072	Healthy073	Healthy074	Healthy075	Healthy076	Healthy077	Healthy078	Healthy079	Healthy080	Healthy081	Healthy082	Healthy083	Healthy084	Healthy085	Healthy086	Healthy087	Healthy088	Healthy089	Healthy090	Healthy091	Healthy092	Healthy093	Healthy094	Healthy095	Healthy096	Healthy097	Healthy098	Healthy099	Healthy100	Healthy101	Healthy102	Healthy103	Healthy104	Healthy105	Healthy106	Healthy107	Healthy108	Healthy109	Healthy110	Healthy111	Healthy112	Healthy113	Healthy114	Healthy115	Healthy116	Healthy117	Healthy118
MRPL35	29.641	22.933	36.853	23.825	18.327	27.934	15.112	17.477	17.728	22.391	21.015	29.1	18.915	22.34	33.994	6.229	18.7	36.766	50.293	31.004	21.099	23.635	23.373	33.595	13.232	7.802	23.571	20.775	10.187	11.366	14.528	16.752	31.844	32.012	35.844	11.258	19.218	29.026	12.204	17.044	28.096	17.107	12.469	12.314	30.751	15.118	24.953	8.216	7.724	3.725	51	18.572	12.831	16.784	19.799	12.582	12.901	47.538	28.042	54.02	26.162	75.819	54.431	21.96	1.901	120.919	4.24	43.992	0.1	52.738	40.861	46.418	15.614	7.147	12.677	14.551	23.88	21.811	6.997	32.442	0	8.476	37.226	12.011	42.156	35.875	18.572	68.709	14.948	82.014	37.47	25.5	23.029	7.364	39.931	40.314	23.439	14.782	3.086	21.863	7.81	10.63	23.539	19.887	26.087	53.269	23.705	10.124	29.191	24.856	19.444	22.792	25.869	13.504	28.756	27.547	18.991	17.687
IQCA1	0	0.951	0	0	0.416	4.33	1.878	1.58	3.533	2.474	5.294	0.429	1.217	1.24	0.544	0	0	0.26	0	0	1.18	1.526	0	1.934	0	0	0	0.605	0	0	0	0	0	0	0	0	0	0.942	0	4.123	0	0	5.17	0	0	1.433	0	0	0	0	0	1.909	0.793	0.06	2.42	0	0.513	0	3.638	0	1.84	0	0	2.424	0	0	0	0	14.064	0	0.315	0	0	0	9.392	0	0	0.184	0	0.877	0	0	0	1.57	0	0	0	0	0	0	0	2.436	0	0.502	0	0	0	4.119	0	0	0	0	0.334	0	0	0.108	0.216	0	0	1.716	0	0	0	0	0	0	0	1.936
ILKAP	35.97	52.4	17.514	26.337	22.637	37.31	37.635	16.263	33.833	30.708	27.81	33.153	21.764	41.577	15.395	24.64	50.982	25.268	30.905	15.865	24.997	15.557	39.125	52.766	47.663	30.182	46.931	31.376	20.206	32.133	46.239	8.963	25.445	13.702	36.191	18.386	30.419	19.756	24.804	39.949	20.869	28.779	20.603	29.431	40.175	24.949	18.295	31.806	28.026	21.548	23.681	14.624	19.782	23.722	21.05	23.495	31.061	30.447	34.508	51.97	44.937	38.149	22.231	42.69	25.216	41.088	67.533	56.187	84.702	50.348	47.729	17.025	33.108	17.686	45.099	16.203	45.046	38.311	37.019	50.911	52.643	32.345	29.751	30.188	70.794	40.451	30.198	38.954	20.51	55.25	50.053	47.142	43.219	43.824	62.821	23.977	63.577	40.491	32.241	19.39	24.981	47.042	53.612	31.076	23.155	42.389	40.715	53.446	35.619	46.586	50.412	36.833	22.019	11.074	40.541	31.78	48.244	23.155
PER2	15.808	18.928	18.025	15.643	18.165	9.321	18.307	9.432	15.727	18.963	34.924	32.87	15.268	24.241	13.878	22.297	4.747	19	19.566	5.909	6.247	14.674	7.808	9.864	7.71	11.121	16.495	16.72	6.644	21.79	26.196	6.283	10.762	4.382	16.867	6.997	26.454	12.274	6.278	11.752	16.134	11.479	31.31	14.843	4.977	15.649	18.296	5.046	3.695	11.73	6.981	18.047	7.144	16.302	18.183	14.619	20.707	17.147	14.148	0	14.211	23.251	20.667	17.865	13.883	0.07	15.133	17.279	46.211	43.392	18.804	12.841	15.241	2.084	70.785	16.558	11.83	19.068	38.86	38.009	1.558	13.146	19.946	9.856	28.305	25.051	20.144	8.072	2.876	26.045	13.31	25.126	13.636	16.663	16.093	4.776	15.19	24.191	21.477	15.536	13.998	25.634	17.55	36.487	25.747	28.245	11.161	53.708	10.117	14.739	19.127	29.812	31.716	15.937	16.091	15.027	5.574	12.724
RAMP1	3.324	12.139	8.969	4.533	8.066	3.755	4.831	8.65	0	1.065	6.222	2.335	1.414	2.183	2.025	0	0.853	11.345	3.265	0	0	2.638	0	0	13.845	0	0	5.274	0	0	0	0	0	0	0	15.842	0	5.7	21.814	0	4.103	1.361	0	2.939	0	5.286	0.956	0.375	0.675	0	2.048	1.359	6.985	2.025	30.084	5.206	0.276	0	0	0	0	0	2.579	0	0	6.215	114.022	0	0	0	5.194	0	0	0	0	0	0	0	0	0	0	0.268	0	0.49	17.349	0	0	0	0	0.211	6.93	0	0	2.431	0	6.143	0	0	0	0	1.946	9.988	0	0	0	28.715	20.441	0	15.897	3.449	0	0	0	11.69	0	0	0.457	48.225
SCLY	0.758	0.044	0	0	0.806	0	0	0.315	0	1.008	0	0	0.223	0	0	0	0.538	0	1.305	0	0.82	0	0	0	0	0.306	2.27	0.986	0	0	0.7	0	0	0	0	0	0	0	0	0	0	0	0	1.237	0.233	0.035	0	0.276	0	0.042	0	0	0.073	0.122	0.067	0.055	0.058	0	0.181	0.111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.129	0	0	0	0	0	3.877	2.888	0.812	0	1.79	2.446	0	0	0	0	0	0.019	1.173	0	0	0	0	0	0	0	0.132	0	0.169	2.643	0	0	2.217	1.265	0
PTPRE	47.954	29.194	44.034	40.906	32.604	25.776	65.55	22.692	33.302	28.215	50.163	39.642	42.147	42.056	47.031	23.505	31.397	33.99	59.453	33.969	36.981	39.638	32.034	60.871	39.799	35.1	57.638	48.791	27.626	42.257	197.595	29.378	39.762	49.459	49.377	19.72	34.35	28.007	44.62	23.35	47.389	30.198	73.285	84.074	40.133	22.46	52.039	45.009	51.128	16.856	24.867	25.587	20.637	23.325	40.868	36.679	68.134	41.59	54.605	39.377	22.889	67.476	34.977	32.099	27.552	40.656	67.212	36.431	29.544	12.724	30.671	29.716	48.945	17.718	12.104	31.677	57.579	39.482	33.177	69.715	53.146	21.517	51.916	26.985	44.731	20.209	35.073	52.085	24.368	50.095	122.825	46.044	20.629	126.345	71.336	31.568	65.695	46.765	34.355	44.572	42.823	96.159	59.331	30.679	27.595	37.501	31.548	46.524	61.072	33.437	40.115	63.904	28.373	40.088	47.169	42.548	27.026	22.411
RAN	140.142	131.996	128.452	108.359	116.353	118.599	97.976	59.219	141.289	142.493	107.638	127.941	139.252	100.301	142.547	87.217	28.807	135.726	145.45	66.216	139.797	98.774	95.392	139.758	92.184	72.443	140.342	61.9	68.832	148.004	98.518	48.189	73.054	105.745	136.354	63.994	119.468	103.022	103.055	112.682	103.351	142.98	173.166	83.869	126.081	103.074	67.799	57.627	121.555	64.226	128	188.679	65.202	75.919	125.289	79.282	98	93.733	115.993	98.72	134.696	158.998	101.227	103.595	159.721	92.581	127.602	110.785	101.566	91.069	135.098	89.811	106.625	151.046	72.278	159.57	165.857	86.62	185.352	151.918	107.648	78.996	117.98	101.339	112.038	157.582	119.822	190.647	88.337	125.481	76.078	83.577	78.899	64.596	86.027	130.634	108.554	65.897	83.624	125.773	131.743	69.388	127.136	56.225	75.405	122.654	69.214	67.489	114.077	97.502	105.528	88.099	119.689	56.767	106.168	142.351	120.525	83.418
PRKAA1	84.799	58.24	94.267	42.75	103.059	60.893	84.106	100.648	65.372	73.076	68.323	51.177	77.735	66.863	91.474	60.486	76.69	73.949	86.921	68.226	87.927	96.922	100.813	66.993	88.507	113.8	109.64	87.931	63.425	73.017	88.224	83.616	71.8	125.056	83.785	87.144	83.906	101.749	102.463	65.391	70.325	76.71	65.402	69.396	87.686	64.349	54.337	81.631	67.595	103.805	82.884	98.439	104.275	71.699	91.872	106.785	76.72	85.22	69.683	46.927	74.549	42.42	116.519	84.56	63.018	73.176	75.099	59.013	89.045	56.895	70.657	74.714	84.124	71.731	79.575	166.87	98.459	66.248	38.35	64.579	65.925	79.168	56.886	68.786	88.678	86.099	65.763	93.168	81.944	54.305	63.218	54.953	68.843	82.775	61.648	64.155	65.684	108.292	71.948	84.805	79.294	65.731	101.128	72.652	107.412	42.798	84.293	95.361	70.729	74.718	67.82	73.362	136.503	77.702	61.387	104.599	95.365	65.848
CARD6	51.134	123.173	87.177	65.345	58.832	101.031	122.85	42.463	110.747	77.511	70.097	69.074	45.491	67.83	68.265	138.653	32.554	70.368	60.261	127.507	100.426	23.385	103.322	84.185	65.488	63.566	247.885	33.536	70.43	75.66	62.938	62.982	46.721	50.156	55.254	36.577	55.668	59.271	62.925	91.369	64.544	97.551	63.205	32.274	53.843	63.663	60.153	82.454	86.644	31.98	98.876	65.654	26.549	46.748	80.925	53.738	41.664	49.199	105.047	200.69	96.503	197.725	64.255	72.849	65.988	134.56	85.357	81.403	52.705	24.595	65.22	84.956	63.761	104.351	173.893	85.335	73.16	64.116	95.636	68.39	78.715	37.715	74.905	54.82	97.145	52.066	66.273	69.744	38.193	76.174	39.095	50.467	102.286	30.55	48.057	66.943	93.648	158.431	51.034	47.718	79.446	28.345	42.237	115.191	68.973	47.005	38.277	83.131	109.62	26.736	70.329	77.916	130.916	53.917	98.049	77.683	78.549	46.796
RAP1GAP2	34.685	13.308	38.582	19.544	21.944	13.948	23.985	22.953	20.186	35.074	41.848	40.012	35.421	24.688	27.936	24.888	31.463	25.306	21.508	27.51	23.587	36.747	9.678	35.768	17.525	17.933	15.064	31.693	29.971	24.235	62.708	16.622	37.901	41.238	39.864	21.301	32.575	40.355	16.863	23.532	52.946	17.063	41.773	32.685	12.667	29.288	33.366	27.279	32.196	11.562	30.583	31.049	20.146	31.767	25.948	20.303	33.117	19.096	38.87	43.673	25.552	43.222	54.37	20.41	25.131	29.852	30.461	33.156	38.348	26.091	38.502	28.156	46.267	25.224	59.983	39.447	57.513	39.451	36.983	57.432	68.177	31.532	47.798	53.362	50.28	58.873	26.41	28.92	25.22	43.983	72.555	50.005	42.172	72.942	75.978	55.245	59.431	30.819	43.384	35.822	52.036	75.866	33.968	33.717	45.067	49.956	30.034	26.37	38.624	37.121	39.999	52.562	52.856	30.13	55.924	47.701	40.723	29.297
CLUH	14.665	9.582	10.025	11.413	7.357	11.472	7.166	3.867	6.449	4.856	13.175	7.796	9.527	6.736	17.054	6.667	7.783	7.101	16.932	9.353	4.46	4.152	6.393	5.535	1.281	2.858	4.86	9.118	5.492	11.683	26.017	2.13	0	9.622	6.545	5.666	7.051	16.787	3.607	6.451	4.402	3.286	23.065	15.019	2.91	9.571	3.647	8.314	2.173	4.491	7.847	9.577	5.621	12.936	3.171	9.403	10.319	7.884	11.911	13.145	10.092	17.668	19.214	13.473	3.909	43.067	27.45	4.581	13.618	6.057	10.819	3.78	8.558	0.708	62.367	24.073	12.887	1.593	7.142	9.471	31.644	7.007	19.102	9.077	19.923	0.082	14.857	37.74	5.504	9.72	31.672	19.826	14.131	13.129	19.559	24.102	8.742	8.453	17.156	0.219	34.61	21.436	5.617	4.334	22.05	17.035	26.871	2.996	13.191	8.607	17.125	15.315	19.372	6.136	22.193	13.66	5.256	9.645
INPP5K	21.314	16.587	16.315	31.597	14.02	23.421	47.154	16.113	25.983	30.597	29.646	24.232	28.349	28.017	25.382	30.395	14.633	15.044	18.611	10.773	23.48	26.899	20.528	28.592	18.476	12.006	30.749	30.013	17.999	18.946	42.853	13.049	10.299	25.704	24.86	19.109	24.491	22.192	26.707	39.445	33.592	16.717	21.009	21.991	11.57	18.526	26.508	16.508	52.255	8.037	19.183	10.394	11.978	20.583	18.199	21.232	16.186	24.353	16.878	5.146	15.6	88.06	46.309	33.599	29.186	41.494	65.823	37.569	35.65	0	35.046	51.64	38.326	31.876	22.628	0	36.303	23.8	27.391	25.18	70.498	5.224	26.712	29.604	44.755	14.657	26.073	29.009	31.205	34.71	53.649	16.398	43.025	33.349	34.725	29.117	40.293	37.341	18.286	27.476	29.269	48.069	27.989	36.486	10.973	16.636	38.827	44.084	30.671	27.863	32.61	45.822	29.273	28.533	40.226	34.563	27.346	32.834
MYBBP1A	17.305	11.242	17.753	8.602	11.313	14.006	22.445	6.685	7.697	18.058	18.171	14.814	16.037	10.913	26.461	36.53	6.96	20.187	13.899	18.111	14.781	12.071	31.638	12.961	12.157	8.188	13.278	14.107	12.217	18.018	27.209	9.551	14.421	10.457	26.908	4.606	22.145	29.03	8.597	29.751	16.459	10.831	21.657	23.389	11.551	13.472	11.726	12.083	6.648	5.472	13.966	18.656	4.446	13.411	15.497	11.236	12.632	4.551	16.712	10.414	23.731	20.201	13.593	22.593	32.992	3.477	35.635	19.415	3.51	3.967	26.925	0	19.872	16.754	0.055	25.206	4.527	20.077	7.998	23.107	6.478	16.656	22.306	27.267	23.116	19.537	15.931	19.888	13.139	6.789	33.443	19.836	5.583	17.99	41.066	33.402	20.082	5.277	5.503	9.564	25.549	34.103	18.529	26.808	24.954	33.822	9.836	33.192	6.215	21.518	26.965	23.034	35.776	20.447	19.896	37.857	20.053	14.918
RPA1	92.746	49.753	87.359	42.232	147.715	72.487	68.9	112.576	73.508	57.659	79.634	73.108	101.791	68.251	80.791	95.547	144.371	70.242	129.839	81.676	100.754	98.04	87.648	70.542	165.623	170.915	60.616	96.256	119.118	76.721	74.928	153.37	71.744	117.174	119.229	94.737	82.776	96.316	92.666	100.571	87.342	103.596	87.616	105.006	97.639	74.597	74.026	218.013	67.731	176.533	58.561	85.02	160.784	113.569	182.862	109.187	116.741	104.302	44.653	103.483	146.142	69.276	93.568	96.967	60.417	105.86	65.716	43.711	84.084	54.833	118.141	78.225	98.043	83.821	105.624	108.805	82.198	123.587	119.3	40.018	104.086	148.332	59.346	72.613	44.061	38.551	120.46	144.688	123.329	88.847	55.593	64.417	102.448	134.912	97.037	87.415	109.301	71.829	71.874	114.984	66.775	70.981	116.414	92.343	101.94	84.664	87.699	89.88	123.233	88.302	97.691	97.866	81.361	112.163	112.227	129.182	179.274	115.47
SERPINF1	16.931	9.257	17.49	22.574	12.811	6.417	24.796	2.943	11.641	11.881	11.108	17.736	19.429	20.082	20.921	9.993	11.665	1.014	12.602	9.346	15.878	13.789	9.373	0.491	4.799	19.858	7.071	2.356	8.352	10.635	5.355	1.742	1.735	4.992	1.298	4.246	13.987	1.986	1.82	4.084	5.224	17.376	23.335	20.26	14.127	3.321	6.021	11.909	20.495	22.599	3.058	1.421	4.494	5.235	9.168	5.756	11.211	14.66	20.646	30.829	6.369	10.716	14.688	23.593	13.811	4.998	35.945	14.21	0	31.69	9.828	0	33.791	3.609	0	8.51	9.501	32.822	65.846	8.135	22.587	1.942	12.437	16.366	0.092	0	14.946	40.721	3.094	13.045	19.814	44.92	3.212	8.015	20.593	29.939	25.648	5.373	15.044	0	5.619	19.8	27.565	24.19	6.179	0	11.802	17.263	0	1.324	26.275	24.632	14.67	8.791	53.876	8.244	15.061	4.097
UBE2G1	40.218	45.405	79.855	54.607	68.092	57.166	54.624	52.097	67.761	63.469	69.559	38.938	42.101	66.703	73.315	34.157	64.027	88.589	27.692	76.532	61.166	33.708	62.813	51.699	27.126	44.23	47.374	59.109	54.754	68.75	71.024	33.464	56.659	49.059	105.246	53.228	69.622	83.581	108.205	56.273	89.879	44.218	87.243	44.748	44.139	76.608	40.713	38.019	41.756	41.397	59.007	47.74	59.246	66.465	47.178	68.78	53.589	39.195	66.586	106.953	70.515	24.234	60.871	53.209	73.668	85.004	90.061	81.978	95.511	42.767	71.182	94.732	54.802	84.624	85.554	62.219	147.439	26.146	69.587	103.699	112.807	57.417	83.434	62.261	38.417	71.094	126.423	52.644	59.561	76.631	67.823	77.126	88.918	58.026	59.1	68.117	85.735	103.881	59.294	88.948	65.261	62.014	102.653	56.31	181.347	58.931	66.308	55.229	105.033	59.238	74.272	69.235	60.044	64.183	52.292	74.777	63.667	62.563
EEFSEC	33.889	12.161	21.029	13.686	12.746	22.648	13.037	5.765	47.624	40.976	31.334	22.88	15.739	26.709	12.693	21.112	28.271	0.964	27.291	34.226	19.333	19.901	14.259	28.02	31.147	27.888	19.353	36.144	19.794	11.644	30.026	13.063	5.938	16.666	11.704	21.325	40.358	21.307	11.958	3.927	21.085	20.465	27.648	11.129	12.441	10.776	13.155	17.963	25.637	4.673	5.517	24.801	21.361	17.844	31.475	18.971	23.499	10.324	24.201	53.095	39.106	18.034	18.181	64.833	20.868	3.959	23.557	29.582	0	16.779	28.498	0.77	17.226	9.285	9.527	0	44.906	19.669	73.498	36.796	106.37	12.447	11.948	25.996	37.351	6.682	19.328	41.097	4.358	31.998	40.293	91.153	0	34.074	37.619	24.764	26.537	13.926	13.286	4.777	40.484	30.31	34.943	27.16	80.423	30.433	28.319	5.426	34.485	17.179	38.254	42.26	17.853	19.269	25.978	40.623	47.886	8.447
TBC1D14	93.009	36.913	80.599	56.263	86.605	46.402	61.53	64.334	38.406	41.581	77.262	76.083	48.516	69.449	85.426	73.707	57.364	44.49	61.195	70.725	42.43	67.496	90.035	63.928	73.251	54.762	48.047	60.834	43.84	71.159	101.588	65.519	57.417	66.286	56.255	59.996	87.515	76.717	45.818	70.912	69.424	68.826	40.651	99.046	67.055	73.286	75.474	39.585	57	47.841	59.34	68.85	80.239	75.512	58.418	87.849	78.385	101.208	67.246	119.711	84.365	59.781	64.155	70.51	56.871	125.641	79.707	78.405	68.546	112.964	83.062	39.523	71.493	76.789	26.092	63.999	38.416	66.615	85.269	77.345	32.624	43.987	86.386	70.153	86.573	23.147	89.134	62.008	52.954	85.515	92.158	71.738	60.273	95.698	66.951	64.741	94.415	49.211	78.394	114.598	82.265	85.381	91.726	109.062	48.934	75.819	67.225	98.107	44.664	35.768	98.152	88.911	66.819	45.509	57.047	75.71	80.987	79.614
TMEM128	6.691	5.65	8.92	0	18.911	19.117	38.764	1.182	6.731	8.888	14.676	15.3	7.2	5.817	20.424	0.981	0.606	12.985	3.247	5.504	18.826	0	0	0	0	27.519	0	6.661	0	1.993	36.027	0	0	0	1.784	0.866	2.354	0	5.848	1.493	0	5.076	0	10.142	3.678	5.163	26.031	12.518	15.828	20.389	2.701	0	1.737	2.261	4.274	5.177	1.373	0.339	0.305	0.376	35.165	0	0	0.269	0	0	0.24	0	0	0	0	0	1.275	0	0.198	0	13.264	0	0	0	0	1.906	2.918	0	0	0	22.154	37.209	12.299	13.769	27.715	4.418	0	22.796	8.898	0	6.07	17.143	0	29.814	0	6.766	22.566	0	0	0	15.018	0	3.546	3.786	0	18.229	3.686	9.707	7.451	4.616	13.305	0.29
COQ3	8.441	26.57	0	6.788	4.096	0.265	1.684	1.689	11.361	10.814	21.065	40.627	2.194	7.161	0.857	8.18	10.111	0.533	14.368	0	4.837	5.359	12.277	0.345	3.232	0.82	14.207	9.424	0	33.241	11.272	12.526	0	19.266	0	3.782	13.179	0	2.438	1.186	2.026	11.808	24.399	1.777	6.573	5.871	3.236	0.317	47.712	0	5.199	18.865	10.345	3.918	4.556	6.609	8.879	0	10.91	0	19.271	0	88.386	0	0	44.708	0	21.13	0	0	8.275	0	16.2	43.126	0	0	0	28.891	0	0	0	0	0.409	18.262	16.616	6.229	13.091	0	5.246	3.923	10.21	18.149	14.252	0.206	5.868	1.733	29.432	0	13.357	0	10.78	0	38.428	10.329	0	0	6.802	0	63.832	1.061	12.458	0	0	1.927	0.625	24.074	6.315	22.305
PNISR	63.591	48.279	74.734	52.77	49.037	48.843	63.396	32.405	48.045	87.517	66.709	57.704	48.459	50.099	61.136	74.763	114.112	68.689	67.898	42.292	63.587	43.245	37.05	60.881	44.496	54.143	31.987	164.393	42.754	67.789	119.619	49.583	49.082	68.551	33.48	26.838	56.452	84.125	49.622	46.399	58.567	41.525	99.042	123.411	60.374	57.266	24.416	46.52	42.652	19.413	68.771	33.667	38.734	61.124	33.469	38.147	95.087	52.427	58.877	29.534	23.994	0.104	36.932	38.377	67.353	19.798	29.986	57.458	8.714	34.351	47.69	4.251	58.431	21.67	48.298	22.745	2.749	30.53	12.749	50.363	28.436	49.627	41.972	35.129	37.603	46.736	44.917	41.572	20.212	38.145	219.604	83.423	38.11	167.898	121.565	45.265	51.524	22.776	38.81	13.506	42.051	138.389	42.743	39.397	33.43	44.048	28.72	48.74	25.287	39.845	30.977	97.764	30.338	19.665	29.718	39.551	33.621	33.157
POPDC3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.812	0	0	0	0	0	0.237	0	0	0	0	0	0	0	1.149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEC61G	73.122	81.041	85.019	57.469	56.201	55.55	67.778	40.563	65.591	51.538	69.196	67.444	64.741	61.432	115.015	142.439	36.014	48.557	58.177	61.42	82.845	38.881	89.885	123.848	13.113	33.735	152.616	80.483	46.285	126.992	55.593	52.958	46.25	84.29	74.03	37.281	23.97	77.394	29.228	49.976	85.201	47.186	68.865	66.948	72.841	48.688	31.378	73.089	99.728	62.755	125.023	44.069	44.453	26.748	131.317	39.93	77.123	128.191	58.867	0	68.974	44.942	4.031	38.295	66.476	72.336	15.594	74.938	65.734	34.775	132.628	0	104.185	24.762	30.464	0	38.11	75.366	47.403	82.834	189.62	33.439	88.876	68.827	68.208	64.713	99.274	140.498	43.386	55.746	65.682	102.999	53.657	39.899	11.237	131.563	65.23	110.755	69.967	101.812	59.728	32.368	134.292	38.806	163.401	26.275	65.428	70.152	79.503	25.519	44.644	39.858	50.406	27.97	46.218	67.805	108.33	35.129
LANCL2	15.672	7.301	28.647	3.37	5.704	0.738	6.297	8.156	11.043	10.981	11.206	12.11	7.445	1.673	8.542	18.876	3.218	16.937	6.772	7.61	12.983	6.592	8.182	3.168	12.154	0	7.914	11.88	7.451	17.76	17.146	1.191	3.865	3.805	12.517	3.734	1.796	13.258	6.306	5.696	9.348	5.053	12.697	5.048	18.133	8.332	5.558	6.982	6.445	8.551	15.169	16.468	3.046	4.91	20.826	8.712	11.063	8.931	11.091	0.748	5.134	32.06	0.101	12.761	20.364	40.101	0	12.305	32.177	0.149	11.307	20.072	15.087	11.824	4.209	0.067	10.315	10.216	0	0	12.026	1.265	2.449	10.346	0	5.584	4.763	7.889	3.174	12.464	23.534	6.419	0	8.882	12.442	11.979	17.987	1.41	3.344	18.968	16.971	12.867	7.361	8.022	0	6.934	7.413	15.304	10.327	4.804	9.608	3.175	10.359	6.8	6.616	11.333	11.019	6.757
FIGNL1	11.137	6.362	13.081	1.111	1.681	11.352	0.488	6.606	8.258	8.744	5.552	3.117	2.253	4.081	7.196	3.384	3.138	11.742	5.282	0.633	4.076	3.621	0.127	10.181	2.692	11.988	1.666	13.504	0	1.965	11.05	3.362	0	3.957	9.411	10.853	2.518	4.937	0.303	2.747	17.767	8.091	13.483	1.338	9.882	3.32	0.312	4.871	4.137	2.638	3.227	2.932	3.852	6.099	1.32	12.123	5.482	4.907	5.267	0	3.397	0	7.48	12.806	4.508	13.425	3.639	24.162	13.885	0	23.292	0	9.164	2.071	0	21.79	35.827	7.567	54.598	0	0	4.013	3.199	10.458	0	5.018	16.817	25.252	3.982	1.136	2.957	9.146	5.821	4.231	6.36	5.293	7.794	0	2.869	9.988	18.473	5.239	0.528	2.739	6.308	6.953	9.379	12.022	6.888	1.96	7.533	4.993	8.984	4.28	4.201	11.043	11.422	5.994
DDC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.077	0	0	0	13.622	0	0	0	0	0	0	0	2.681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.773	0	0	5.385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FTHL17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRSF1	37.676	34.369	35.47	44.828	39.445	42.01	51.894	36.07	35.711	49.368	41.384	37.632	38.259	36.857	35.108	44.864	28.945	29.372	28.152	20.673	30.803	32.616	20.857	46.86	23.232	30.546	64.428	37.9	35.574	46.373	49.367	24.889	29.547	17.254	44.245	20.346	38.177	20.902	29.946	37.251	41.674	38.456	41.186	32.812	34.118	21.626	29.091	25.495	24.346	12.195	36.073	27.792	16.33	34.029	36.492	29.788	34.789	25.27	53.637	17.014	34.444	20.758	33.243	37.864	59.505	48.206	43.794	53.039	41.95	34.317	57.145	46.761	32.473	43.816	26.135	27.464	71.12	41.546	67.508	4.474	68.224	29.819	46.424	36.884	20.191	17.499	52.238	40.891	16.737	70.024	69.202	25.866	30.422	42.154	51.262	41.279	89.549	25.668	21.221	40.978	16.936	25.258	22.103	50.84	50.417	34.11	22.21	28.715	39.498	26.736	40.125	42.451	56.677	37.951	49.971	33.505	37.893	28.897
ENAM	0.21	2.614	1.527	2.375	0.916	4.026	0	0	0	0	0.047	6.284	0.089	0.103	2.298	0	0	2.743	0	0	0	0	0	0	0.542	0	1.966	0	0	0	0	0	0	0.078	0	0.538	0	0	0.857	0	0	0	0	0	0	0	0.603	0	0	0	0.719	0	0.33	0	0	0	1.149	0	1.341	0	0	0	0	0	0	0	0	0	0	0	0	0	1.584	0	0	0	0	0	0	0	0	0	0	0	5.14	0	0	0	0	0	0	3.124	0	0	0	0	0	0	0	0	0	0	0.509	0	0	0	0.298	0	0	0	1.132	0.698	0.982	1.695	0	1.366	0	0.463
