Gene.symbol	BRCA001	BRCA002	BRCA003	BRCA004	BRCA005	BRCA006	BRCA007	BRCA008	BRCA009	BRCA010	BRCA011	BRCA012	BRCA013	BRCA014	BRCA015	BRCA016	BRCA017	BRCA018	BRCA019	BRCA020	BRCA021	BRCA022	BRCA023	BRCA024	BRCA025	BRCA026	BRCA027	BRCA028	BRCA029	BRCA030	BRCA031	BRCA032	BRCA033	BRCA034	BRCA035	BRCA036	BRCA037	BRCA038	BRCA039	BRCA040	BRCA041	BRCA042	BRCA043	BRCA044	BRCA045	BRCA046	BRCA047	BRCA048	BRCA049	BRCA050	BRCA051	BRCA052	BRCA053	BRCA054	BRCA055	BRCA056	BRCA057	BRCA058	BRCA059	BRCA060	BRCA061	BRCA062	BRCA063	BRCA064	BRCA065	BRCA066	BRCA067	BRCA068	BRCA069	BRCA070	BRCA071	BRCA072	BRCA073	BRCA074	BRCA075	BRCA076	BRCA077	BRCA078	BRCA079	BRCA080	BRCA081	BRCA082	BRCA083	BRCA084	BRCA085	BRCA086	BRCA087	BRCA088	BRCA089	BRCA090	BRCA091	BRCA092	BRCA093	BRCA094	BRCA095	BRCA096	BRCA097	BRCA098	BRCA099	BRCA100	BRCA101	BRCA102	BRCA103	BRCA104	BRCA105	BRCA106	BRCA107	BRCA108	BRCA109	BRCA110	BRCA111	BRCA112	BRCA113	BRCA114	BRCA115	BRCA116	BRCA117	BRCA118	BRCA119	BRCA120	BRCA121	BRCA122	BRCA123	BRCA124	BRCA125	BRCA126	BRCA127	BRCA128	BRCA129	BRCA130	BRCA131	BRCA132	BRCA133	BRCA134	BRCA135	BRCA136	BRCA137	BRCA138	BRCA139	BRCA140
AL136419.2	0	0	0	0	0	0	0	0	0	0	0	0.548	0	0	0	0	0	3.918	0	0	0	0	0	0	2.314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.64	0.576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.588	0	0	0	0	0
AC098484.4	0	0	0	0	0	23.271	0	0	0	0	0	0	0	0	0	6.463	0	0	0	4.62	0	0	0	0.315	0	0.475	0	0	3.832	1.925	0.197	0	0	0	0	0	0	0.886	0	0.508	0	0.481	0	0	0.395	0.213	0	0	0	0	0	0	0	0	0	0	0	0.122	0	0	0	1.79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.596	1.89	0	0	0	0.102	1.357	0	0	0	0.139	0	0.101	0	0	0	0.488	0	0	0.12	0	0	0	0	0	0	2.122	0	0	0	0	0	0	0	0.133	0.981	0.132	0	0	0	0.649	3.044	3.598	0	0	1.149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC103874.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.075	0	0	4.792	0	4.389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.54	0	2.153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC090644.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.612	0	0	0	0	0	0	1.825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC121334.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL031315.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005414.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.063	0	0	0	0	0	0	0	0.868	0	0	0	0	0	0	0.967	0	0	0	0	0	0	0	0.196	0	0	0.186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.259	1.747	0	0	0	0	0	0	0	0	0	0	0	0	0
AP003062.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0.212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL138920.1	0	10.065	0	1.477	0	0	0	6.826	0	5.885	2.389	5.627	0	0	0	6.139	0	0.175	29.755	0	0	0.845	0.361	0	1.033	1.806	0.064	0	2.484	0	4.71	0.49	0	2.875	0	0.401	1.398	2.368	2.344	2.059	0.047	1.137	0	0.175	3.831	0	0.533	2.973	16.26	0.694	0.268	0.638	1.964	2.326	4.97	0.391	0.83	0.821	0	2.646	4.77	0.252	0.469	0	5.31	0	0	2.697	0	2.318	0	1.204	0.929	1.601	1.188	5.1	0.238	0	5.871	0	1.36	0.44	4.029	0.218	0	2.754	2.253	0.392	2.278	1.71	0.196	0.157	1.672	0.892	7.644	0.475	1.416	0.228	0.172	0.132	0.327	5.74	2.179	0	1.521	3.244	2.329	1.289	0.759	4.769	0.196	3.301	2.553	0	0	1.87	2.341	1.753	0.387	0	5.58	1.006	0	0	3.391	2.124	1.391	0	0	0	0.697	0.479	0	8.381	0	0	0	0	0	0
AC098969.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC010157.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC090692.3	0	0	0	4.383	0	4.638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005999.2	0	2.333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL445604.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL158210.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL133485.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.66	0	0	0	0	0	0	0	0	0.081	0	0	0	0	0	0	0	0	0	0	0	0.793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.959	0	0.171	0	0	0	1.343	1.587	0	0	0	0	1.466	0	0	0.21	0	0	0	0	0	0	0	0	0	0.101	0	0.579	0	0	0	0	0	0	0	0	0	0	0	0	0.112	0	0	0	0	0	0	0.742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC090337.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC097636.1	0	0	0	0	0	0	0	2.133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL157385.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC021723.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.193	0	0	0	0	0	0.1	0	0	0	0.096	0	0	0	0	0	0	0	0	0	0	0	0	0	0.125	0	0	0	0	0	0	0	0.097	0	0	0
AL031281.3	0	0	0	0	0	0	0	0	0	0	0	0.172	0	0	0	0	0	0	0	0	0	0	0.424	0	0.081	0	0	0	0	0	1.951	0	0	0	0.3	0.494	0	0.41	0	0	0	0	1.626	1.888	0	0	0	0.752	0	0	0.863	0	5.312	0	0	0	0	10.895	0	0	0	1.064	0	0	0	0	0	0	0	0	1.487	0	1.869	0	1.75	0	0	0	0	1.303	0	0	0	0	0.358	0.243	0	0	0	0	0.369	0.441	2.103	0	0	0	0.475	0.965	0	1.301	1.228	6.815	0	2.724	0.089	0.533	0.729	1.703	8.822	2.949	0.829	0	0	0	6.944	0	0	2.88	0.078	0	0	0.089	0.304	0	0	0	0	0	0	2.919	0.491	0	0	0	0	0	0	0	0	0
AC008170.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC132153.1	0.396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.323	0	0	0	0	0.968	0	0	0	0	0	0	0	0	0.305	0.899	0	0.259	0	0	0	0	0	0	0	0	0	0	0	0	2.933	0	9.365	0.636	0	0	1.729	0	0	0	0	0.753	0	0.422	0	0	0	0	0	0	0	0	0	0	3.344	2.007	0.608	0	0	0.203	0	0.236	0	1.484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.452	0	0	0.387	0	0	4.462	0	2.217	0	0	0.12	0	0.253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.962	0	0	0	0	0
BX890604.2	10.779	16.152	1.105	15.33	19.645	12.576	4.784	12.105	15.333	14.187	10.27	10.595	13.659	13.049	7.223	9.093	14.142	12.736	19.844	8.876	17.543	10.891	11.269	9.902	16.659	12.048	9.069	14.963	9.373	13.55	6.648	11.465	6.876	4.646	11.061	14.38	12.238	14.859	5.323	13.376	11.747	9.67	22.584	15.997	11.695	10.435	12.9	17.925	18.234	7.171	15.788	9.277	11.867	15.813	21.113	8.861	4.015	11.332	15.431	10.608	10.698	15.095	9.19	10.567	8.791	5.522	8.461	18.106	15.144	19.9	7.821	14.215	13.891	13.545	6.767	15.831	8.657	10.005	12.977	9.068	10.415	8.369	9.56	4.142	15.158	6.972	8.968	7.713	13.57	4.327	8.602	12.957	10.783	8.074	11.683	11.017	10.478	18.291	10.596	8.068	8.522	8.585	10.602	4.679	6.617	7.878	9.954	7.943	7.751	7.407	9.498	9.88	14.449	5.603	6.471	7.607	8.945	9.096	14.573	9.418	17.835	9.929	4.517	15.351	9.169	16.522	12.851	14.81	10.4	14.663	10.936	9.592	19.64	8.429	4.609	7.388	3.446	4.209	9.909	9.728
AC036214.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL138885.3	0	0	0	0	0	0	0	0	0	0	1.187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL645939.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.829	3.294	0	0	7.838	0	7.077	2.651	0	2.4	0.222	2.456	0	0	0	0	0.107	0	0	0	0	0	0.9	2.649	1.796	0.111	0	0.105	1.168	0	0	7.879	0	7.438	0	1.257	0.444	0.822	1.062	0.257	0.779	3.146	0	3.041	0	0.889	0	0.162	0	0.834	0	0	0	0.84	0	0.79	0	0	3.845	1.105	0.417	3.213	7.172	0.869	0.076	0	0	0	0.334	1.898	0	0.333	0	0	0	0	0	0	0.115	1.59	2.874	4.591	1.954	4.19	0	0	0.421	0.158	4.074	0	3.06	0	0	0.311	1.833	0	1.769	0.435	2.399	0	8.545	0.85	0	2.257	0	0.224	0	0.121	0	2.267	2.419	0	2.688	0	0	1.74	7.405	1.455	0	2.024	0	0	0	0	0	0
AC253536.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL358777.1	0	0	0.303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.202	0	0	1.219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282	0	0	0	0	0	0	0	0	0.057	0	0	0	0	0.274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.063	0	0	0
AL445989.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC134684.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC092042.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC232323.2	0	0	0	11.284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AP003100.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC018653.4	0	0	0	1.849	0	7.93	0	0	0	0	0	0	0	0	0	6.833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL139095.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.168	0	0	0	0	0	0	0	0	0	0	0.117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC000120.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL161893.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL133444.1	9.776	27.344	1.048	0	75.619	0	108.647	5.598	20.96	25.479	74.284	35.451	0	45.137	94.034	74.13	120.051	67.759	0	0	19.639	17.591	127.111	61.084	135.288	106.143	295.619	34.169	40.011	45.916	117.424	9.59	154.605	26.632	120.629	13.427	59.263	134.097	48.313	8.91	11.137	19.224	45.596	42.629	27.351	42.803	13.517	65.73	0	26.24	47.289	74.342	24.758	101.123	10.219	117.276	12.522	52.313	23.697	74.594	65.75	214.972	32.246	61.182	24.234	94.951	68.382	40.97	49.268	24.2	13.208	67.383	55.512	86.578	205.185	152.828	65.349	183.034	221.944	7.117	241.153	10.766	15.222	142.718	7.173	72.026	0	59.673	46.282	45.429	46.937	140.035	218.004	29.823	18.955	157.242	22.472	100.488	112.892	57.367	25.265	27.921	16.299	20.598	6.197	272.237	134.529	50.494	134.053	50.983	84.355	20.382	266.46	486.127	6.867	62.752	56.336	40.999	2.403	0.21	10.301	97.701	41.391	147.6	7.559	62.931	65.516	40.074	0	8.158	153.248	49.604	56.167	128.576	133.696	28.653	2.761	4.799	2.547	44.626
AC109136.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL139142.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
