Gene.symbol	HCC001	HCC002	HCC003	HCC004	HCC005	HCC006	HCC007	HCC008	HCC009	HCC010	HCC011	HCC012	HCC013	HCC014	HCC015	HCC016	HCC017	HCC018	HCC019	HCC020	HCC021	HCC022	HCC023	HCC024	HCC025	HCC026	HCC027	HCC028	HCC029	HCC030	HCC031	HCC032	HCC033	HCC034	HCC035	HCC036	HCC037	HCC038	HCC039	HCC040	HCC041	HCC042	HCC043	HCC044	HCC045	HCC046	HCC047	HCC048	HCC049	HCC050	HCC051	HCC052	HCC053	HCC054	HCC055	HCC056	HCC057	HCC058	HCC059	HCC060	HCC061	HCC062	HCC063	HCC064	HCC065	HCC066	HCC067	HCC068	HCC069	HCC070	HCC071	HCC072	HCC073	HCC074	HCC075	HCC076	HCC077	HCC078	HCC079	HCC080	HCC081	HCC082	HCC083	HCC084	HCC085	HCC086	HCC087	HCC088	HCC089	HCC090	HCC091	HCC092	HCC093	HCC094	HCC095	HCC096	HCC097	HCC098	HCC099	HCC100	HCC101	HCC102	HCC103	HCC104	HCC105	HCC106	HCC107	HCC108	HCC109	HCC110	HCC111	HCC112
PRAMEF4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC092894.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.204	0	0	0	0	0	0	0	0	0	0	0	0	0	1.318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.202	0	0.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC107029.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC000120.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.109	0	0	0	0	0	0	0	0	0	0	0	0	2.029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.626	0	0	0	0.626	0	0	0	0	0	0	0	0	0	0	1.84	0	6.164	0	0	0	0	0	0.218	0	0	0	0	0	0	0	0
PSG11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UGT1A3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSG4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.649	0	0	0	0	0	0	0	0	0.966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC079760.2	0	0	0	0	9.236	7.582	0	0	0	0	0	0	0	0	0	0	0	0	0	3.033	6.684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MRPL33	49.056	12.128	39.186	51.251	47.363	77.179	50.525	24.383	40.804	51.099	64.803	42.878	52.081	22.669	43.028	68.427	37.345	19.532	44.558	59.532	35.717	107.741	36.416	52.141	35.562	73.298	45.54	13.631	68.44	43.445	29.042	77.422	36.657	80.063	54.946	34.092	43.372	45.746	43.579	18.161	64.612	104.809	16.699	30.629	33.542	70.093	36.809	37.72	98.399	82.26	16.305	81.228	66.08	63.676	44.706	24.455	72.834	62.964	22.494	7.687	60.55	70.712	39.959	19.017	74.231	62.749	74.445	45.084	57.645	29.328	97.421	67.655	112.54	30.274	47.092	97.632	67.588	16.013	89.48	42.697	39.032	29.445	36.516	24.392	22.946	50.249	39.945	53.05	50.338	27.052	42.089	64.903	37.576	40.175	69.553	19.314	39.982	81.855	12.906	76.29	57.017	44.274	47.467	44.61	61.41	32.82	75.39	50.154	66.01	33.677	70.582	106.601
LINC02040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC106707.1	0	0	0	0	0	0	0	0	0	0	0	0	0.297	0	0	0	0	0.432	0	7.272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.937	0	0	0	0	0	0	0	0	0	0	0	0	0
AL162431.2	0	0	0	0.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.696	0	3.955	0	1.525	0	0	0	0	0	0	0	0	0	0	0	0.33	1.101	0	0	0	0	0	1.037	0	0.118	0	0	0	0	0	0	0	0	0.744	0.174	0	0	0	0	0	0	0.274	0	0	0	0	0	2.505	0	0	0	0	0	0.475	1.38	0	0	0	0	0	1.865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.401	0	0
MICAL3	1.891	0.924	3.654	7.574	2.381	5.168	2.599	8.692	4.468	2.994	3.559	7.808	1.894	2.898	2.986	5.15	9.134	2.657	1.858	5.701	5.266	2.674	5.134	2.881	1.731	5.461	2.09	1.925	3.847	4.366	2.217	1.514	1.586	4.134	0.783	4.533	3.259	1.418	4.777	8.002	2.25	1.356	1.562	3.588	4.886	5.898	4.377	1.659	4.05	3.065	5.072	6.398	0.053	3.55	4.079	2.364	6.316	2.616	4.181	2.835	2.586	4.69	3.464	3.034	1.46	5.501	5.28	2.367	2.584	2.692	0.828	2.717	2.601	3.885	5.337	4.737	4.506	0.604	1.172	2.471	3.467	3.838	3.982	2.586	4.828	1.838	2.433	3.331	3.283	1.977	4.814	3.335	3.659	4.098	2.195	2.027	2.111	4.805	0.942	1.563	1.194	2.128	4.366	3.459	2.25	1.722	4.863	2.306	7.541	2.703	3.839	7.556
AC092944.1	7.824	0	0	8.826	2.896	0	0	0	0	6.967	0	0	0	3.228	2.402	0	0	1.899	0.854	3.423	5.031	0	0	0	0	0	3.242	0	2.307	1.264	0	0	0	0	5.126	0.778	4.941	0	3.585	28.737	0.558	0	5.247	0	0	0	0	0	0	0.899	0	0	0	0	9.022	1.768	0	8.116	0	0	0.559	0	1.475	0	0	10.007	0	1.685	1.928	0	0	0	2.353	0	0	0	0	0	11.315	0.753	0.418	0.391	0	1.544	0	0	3.063	2.905	0	1.664	1.128	1.406	2.957	0	0	0	0	0.875	0.257	0	2.161	2.403	0	2.47	0	0	0	3.18	0	0	3.662	0
AC110769.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC39-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC006387.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.013	0	2.145	0	0	0	0	1.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.176	1.052	0	0.272	0	0	0.264	2.212	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.861	2.598	0	0	0	0	0	0	0.924	0	0	0	0.563	0	0	0	0	0	0
TUSC7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.734	0	0	0	0	0	0	0	0	0.117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPAN-P2RY11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC006252.1	0.686	0	0	11.627	0	0.593	16.828	0	4.267	0	0	0	0	0	0	2.826	0	0	0	6.401	0	0	0	0	0	0	1.01	0	0	1.773	0.441	20.907	0	0	1.513	0	0	7.879	0	0	0	0	0	0	0	0	0	0	0	6.096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.359	0	0	0	0	1.4	0	0	0	0	0	5.873	0	1.611	0	1.683	0	0	0	0	0.342	0	2.213	0	0	0	0	0	0	0	0	4.725	0	0	0.495	2.202	0	0	0
AC011005.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCDHAC2	0	0	0.752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.744	0	0	0	0	0	0	0	0.341	0	0	0.077	0	0	0	0.396	0	0	0	0	0	0	0	0	0	0	0	0	4.041	0	0	1.702	0	0	0	0	0	0	0	0	0	0	0	0.721	0	0	0	0	0	0	0	0	0	0	0	0	0	1.126	0	0	0	0	0	0	0	0	0	0	0.213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC073130.2	0	5.815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STON1	2.057	2.508	0.246	0.589	5.801	2.455	1.165	10.276	2.63	3.659	0.933	5.548	1.373	0.554	1.787	1.739	0.168	1.712	0.599	3.581	4.65	0.146	5.366	7.738	1.721	12.495	2.525	1.465	3.696	1.646	4.6	1.347	0.105	0	1.783	4.052	1.336	2.683	1.901	1.949	3.281	1.154	1.16	3.277	3.737	0	0.039	2.875	3.667	3.903	0	1.933	3.579	3.587	5.311	2.302	2.796	1.951	4.827	3.398	1.679	7.058	2.167	3.056	9.577	5.094	4.481	5.4	3.707	0	17.667	0.525	0	0	0.289	0	2.13	2.892	7.599	1.131	1.676	1.568	0.058	3.478	4.129	6.332	2.914	2.968	0.385	4.467	0	0	0.345	1.712	1.246	2.971	2.857	0.92	3.04	1.217	0.779	1.881	1.022	2.249	1.8	4.994	0	4.069	0.143	0.675	0	3.647
AC020636.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.118	0	0	0	0	0.978	0	0	0	0	0	0	0	0	0	0	6.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.482	0	0	0	0	0	0	0	0	2.527	0	0	0	0	5.269	0	0	0	0	0	0	0	0	0	2.728	0	0	0	0	1.055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.194	0	0	0	0	0	0	0	0	0	0
AC068633.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.747	0	0	0	0	0	0	0	0	0	0	0	12.666	0	0	2.338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAF2	2.609	2.688	9.3	4.282	6.182	5.451	20.051	2.242	2.421	2.478	0.802	0.704	3.775	0	1.831	0	5.601	1.267	0.76	5.751	5.851	0	6.534	3.345	3.185	6.824	2.243	0.31	3.224	0.843	2.519	6.76	12.999	10.791	2.879	7.613	3.296	10.379	14.253	4.428	1.655	14.258	3.218	11.101	3.943	0	4.537	2.081	0	3.333	8.002	0.835	0	11.428	10.212	1.011	0	12.992	8.475	7.302	10.935	5.351	1.749	16.448	3.581	0.371	14.924	4.496	7.203	0	17.204	8.33	5.233	11.265	0.321	0	7.253	0	0.296	4.02	3.349	1.74	5.697	3.776	1.146	0	6.81	6.719	5.552	5.626	15.647	5.629	5.041	7.601	7.17	3.93	1.611	9.533	0.915	9.875	6.535	2.526	0	1.198	9.157	1.419	0	0.786	9.647	10.56	5.117	8.157
VSIG8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC114400.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC078828.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC026347.1	0	0	1.002	0	0	0	0	0	0	0	0	0	3.191	0	0	0	27.806	0	0	9.912	1.261	0	0	0	0	0	0	1.135	8.588	0	3.075	0	0	0	0	0	0	0	0	0	0	0	0	0	26.474	0	0	0	32.482	3.418	0	0	0	0	0	0	0	0	0	0	12.742	0	0	0	0	0	0	0	0	0	0	0	0	0	4.705	0	2.31	0	14.093	0	0	0	0	2.514	0	0	0	1.893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STMP1	129.708	132.236	52.784	47.494	153.477	95.379	69.068	196.609	123.266	104.68	78.708	168.472	98.163	84.198	91.124	91.123	111.102	126.556	156.216	58.73	111.862	156.271	162.398	76.458	151.159	40.016	132.571	332.558	109.715	112.754	189.105	59.415	75.526	53.955	84.326	109.023	93.306	88.661	79.776	125.01	196.979	68.483	189.878	94.029	79.139	78.792	171.437	69.673	80.499	53.377	59.581	93.913	90.509	95.852	153.429	137.494	93.351	84.891	75.485	91.702	126.364	83.047	119.197	155.797	174.033	91.804	29.662	170.648	101.932	127.283	55.856	72.629	148.634	101.506	76.218	78.036	132.368	218.4	234.824	166.905	109.66	77.947	63.652	233.271	117.433	69.314	206.349	82.348	163.306	148.881	101.296	105.342	84.193	95.208	91.466	127.206	58.506	88.921	218.52	63.573	117.284	123.293	154.449	170.348	63.842	181.731	120.689	150.924	104.508	88.695	139.082	51.783
FGF14-IT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCTD7	2.695	2.82	6.465	5.623	5.557	1.553	6.605	11.501	9.38	4.834	4.047	13.3	0.466	1.506	3.782	15.534	7.483	4.07	5.578	10.869	11.452	1.64	5.468	5.373	3.362	7.081	1.691	1.635	5.381	4.129	12.202	4.773	6.605	2.256	11.123	4.5	5.294	3.528	2.668	10.622	1.178	4.007	0.369	10.672	10.518	2.328	2.963	6.018	1.519	4.956	1.57	1.204	7.295	3.497	6.807	1.572	17.666	5.632	0.229	2.569	4.904	9.386	2.108	1.793	5.342	4.425	5.327	5.618	3.148	0	0	4.129	9.126	4.638	4.643	6.132	7.237	3.723	2.649	7.918	4.952	8.546	3.922	10.161	4.931	6.453	1.875	4.862	5.096	3.669	6.261	5.836	0.352	4.834	7.709	5.733	3.004	7.456	3.466	10.133	3.087	5.663	7.333	3.667	19.141	1.669	7.056	0.973	9.759	7.629	6.432	5.776
AC093714.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL358394.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EFNA4	1.196	0	2.256	0	0	2.842	0	6.603	13.115	14.005	4.224	4.515	0	3.946	4.614	0	0	1.161	1.044	8.835	0	0	29.054	0.418	1.751	0	5.725	0.852	0	1.159	14.232	4.646	0.319	0	3.628	3.171	11.476	0.528	6.445	4.979	0	0.661	0	12.166	0	0	0	0	1.274	10.262	2.661	0	7.178	0	0.668	6.485	0	0	15.76	14.05	0.683	0	0	0	7.999	0	0	0.687	0.943	0	0	8.244	0	8.653	0.441	0	5.635	0	0	1.381	0	1.914	29.189	0	7.482	0	0.468	7.104	4.989	4.884	4.687	0.573	0	2.687	3.379	0	1.938	5.616	0	0	2.906	4.54	0	0	0	0	1.544	0.648	6.63	23.833	3.357	5.766
MCCC1-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.439	0	0	0	0	0	0	0	0
AC119424.1	0	0	0	0	0	0	0	22.238	0	0	0	0	0	0	0	0	0	2.095	0	11.746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSMD6-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	3.229	0	0	0	0	0	11.986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.786	0	0	0	0	0	0	0	0
TICAM2	0	0	0.878	4.583	0	0.805	0	0	0	0	3.646	4.144	0	0.658	1.796	4.058	0.599	0.226	1.626	1.991	0	0	0.206	0	0	0	2.401	0	0.471	0.451	0	0	0.621	0	0	0	0.118	0	4.416	0	0	1.629	3.014	0	0.264	0	4.389	0	0.071	0.214	0	0.51	0	0	0.39	1.142	0	2.06	0	0	5.852	0.818	1.872	0	3.114	0	0	0.267	0.918	0	0	0	0	0	3.093	1.865	0	0	1.584	1.076	0.597	2.794	0	0.184	5.213	2.831	0	1.659	4.799	0.475	2.469	0	2.697	0.116	0.548	0	0	9.786	0.367	0	0.72	2.807	7.008	0	3.564	1.614	0.075	0.084	0	0	2.863	0.561
AC107021.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC010973.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PALM2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.454	0	0	0	0	0	0	0	0	0	0	0.161	0	0	0	0	0	0	0	0	0	0	0	0	0
C4orf48	0	0	19.346	47.414	91.094	50.156	9.877	94.716	0	71.267	26.63	16.973	1.867	9.23	56.901	87.757	78.825	17.65	9.768	45.679	6.639	21.933	44.479	39.106	24.57	45.786	22.661	16.934	16.019	15.364	15.294	87.76	17.91	4.625	19.285	31.151	9.889	28.423	8.441	20.704	15.434	34.506	27.935	12.057	29.048	118.229	43.196	93.674	31.916	21.43	29.044	94.669	14.234	23.38	27.358	53.808	73.849	69.613	9.616	40.687	11.185	46.696	19.684	67.417	30.223	2.384	51.176	22.486	22.052	33.666	171.457	34.279	11.215	36.216	14.454	5.602	49.677	7.606	15.225	27.999	3.588	29.092	87.418	36.414	35.921	8.056	22.988	19.107	24.025	6.663	57.397	41.552	0.705	15.36	12.513	1.805	31.077	60.667	13.241	36.537	10.504	11.244	125.177	28.253	102.763	28.517	94.341	3.536	69.784	44.427	22.434	74.548
