Gene.symbol	GBM01	GBM02	GBM03	GBM04	GBM05	GBM06	GBM07	GBM08	GBM09	GBM10	GBM11	GBM12	GBM13
LYSMD2	29.169	35.745	0	110.469	54.938	188.238	0	0	70.888	0	0	0	0
SLC27A2	0	41.009	0.545	0	18.073	0	0	0	10.494	0	0	1.708	0
FGF7	0	1.114	0	0	0.951	0.137	0	0	0	0	0	0	0
HDC	0	0	0	0	1.6	0	0	0	0	0	0	0	0
GCNT3	8.244	9.159	4.245	2.192	10.754	0.282	1.241	2.05	0	0.746	0	0.246	0
BNIP2	143.347	19.071	0	82.435	87.378	63.069	0	0	92.245	0	2.441	1.001	0
GTF2A2	64.976	68.257	0	31.641	138.298	69.181	0	150.327	0	0	0	210.101	0
SRP14	392.252	427.057	225.426	386.297	356.76	404.899	436.956	981.224	351.97	491.712	494.865	798.779	227.616
BAHD1	0	0.713	0	1.171	0	0	1.547	0	0	0	1.872	0	0
DISP2	2.651	12.788	0	2.226	5.956	0.215	0	0	0	0.379	0	0.25	0
CDAN1	0.327	4.763	0.28	0.372	12.781	6.027	0	0	0	0	3.571	0	0
TLE3	35.209	4.401	20.909	24.073	9.019	11.119	0	0.375	13.964	0	3.85	0.126	0
ANP32A	41.983	0.983	0.607	33.058	9.23	30.833	0	0	0	0.641	16.763	34.889	1.061
COMMD4	4.462	8.749	0.45	4.187	4.669	0.404	0	1.678	0	0	4.305	0.235	0
UBE2Q2	32.335	106.813	3.171	67.901	184.053	2.368	2.087	0	45.801	143.026	0	0	0
PSTPIP1	98.763	4.148	3.076	35.85	2.834	5.716	0	2.122	0	0	165.463	0.357	0
ETFA	46.685	139.25	0	27.808	81.784	34.267	0	19.223	105.203	111.429	1.934	145.534	0
BCL2A1	1423.139	265.494	0	856.45	482.461	1411.378	2716.1	219.4	324.013	0	44.662	140.621	0
HMG20A	10.004	12.736	0.954	1.9	0	0.142	0	0.148	0	0	0	0	0
SCAPER	28.353	27.138	0.263	12.05	49.071	0.393	1.385	0.245	0	0	0.838	0.412	0.69
TSPAN3	14.225	2.179	0.359	5.006	46.884	8.579	2.835	0.223	20.741	0	120.078	0	0
WDR61	8.311	28.008	0	3.9	8.696	13.785	0	39.467	16.158	59.09	0	0	0
NCOA2	3.727	2.958	0	28.514	12.627	0	0	0.284	5.866	0	67.916	0	0
NEIL1	3.334	0.534	0	1.753	1.825	0	0	0.273	0	0	0	0	0
MAN2C1	1.557	4.46	0	2.661	3.462	1.098	0	0.104	0	0	0	0	0
DNAJA4	0	0	6.487	0.308	31.694	0	2.439	3.309	0	0	2.952	0.968	0
TLNRD1	1.469	0.765	0	2.092	1.307	0.753	0	18.982	0	0	0	0.329	0
TPM1	40.213	92.121	0	81.411	24.581	2.55	0.624	0.147	43.389	22.145	3.022	9.292	0.622
IGF1R	6.637	16.751	0.438	6.254	17.709	26.826	0	0.204	4.218	0	0.698	0.114	0.574
ARRDC4	6.118	2.731	0	26.888	6.218	0	0	0.233	0	0	0	0	0
PIF1	2.675	3.184	0	1.306	6.798	0.196	1.726	0.407	0	0	0	0	0
USP3	68.295	25.303	0.393	42.045	17.937	16.448	0	59.594	15.149	0	0	19.313	0
CYP11A1	0	0	0	0	0	0	0	0	0	0	0	0	0
BBS4	6.433	7.147	0	5.864	24.411	0.22	0	0	0	0	2.345	0	0
PML	6.186	2.05	0	0.961	4.001	0	0	0.225	0	0	0.769	0	0
CYP1A1	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS17	1.079	0.45	0.741	1.722	11.52	0.111	0	0	0	0	0	0	0
LINS1	31.064	7.613	0	5.986	23.565	0	0	0	0	0	37.461	0	0
ULK3	15.182	2.108	0	0	1.8	0.259	0	0	0	0	0	0	0
GOLGA6D	0	0	0	0	0	0	0	0	0	0	0	0	0
PCSK6	9.946	5.88	0.115	5.513	0.956	4.341	0.607	0	35.536	0	0	0	0
CCDC33	0	6.819	0	5.451	7.166	0	0	0.134	0	0	0	0	0
CELF6	0	0	0	0.565	5.293	0	0	0	0	0	0	0	0
SCAMP2	13.523	14.085	0.611	29.197	7.596	3.649	0	0.948	23.523	0	5.836	41.474	0
CYP1A2	7.827	16.305	0	11.149	44.088	3.344	0	0	0	0	0	0	0
LMAN1L	0.433	0.902	0	0	1.541	0	0	0	0	0	0	0	0
HAPLN3	0	1.052	0	0	0	0	0	0	0	0	0	0	0
RHCG	3.413	0	0	0.778	36.422	11.546	0	0	0	0	0	0	0
POLG	5.653	0	1.021	0.339	1.059	0	0	0	0	0	6.507	0	0
RLBP1	0	0	4.615	1.021	0	0	0	0	0	0	0	0	4.033
FANCI	13.289	1.432	1.18	17.492	40.755	0.117	0	0.366	0	1.245	0	0.205	0
ABHD2	51.6	21.14	0	5.292	34.266	3.615	0	0	0	0	0.94	0	0
WDR93	32.805	5.467	0	7.476	54.463	0	0	0	0	1.188	0	0	0
TICRR	6.353	12.353	0.182	0.965	5.274	0.109	0	0.113	0	0	0	0	0
NTRK3	2.195	3.464	0.171	0.91	8.046	0.034	0.901	0.142	0	0.181	2.546	0.119	0.898
DET1	4.674	7.032	0	5.326	17.55	0	0	0	0	0	0	0	0
MFGE8	9.629	0	0	0.297	0	0	1.176	0	0	0	0	0	0
ZNF710	1.081	2.253	0	17.252	0	0	0	0	0	0	0	0	0
UNC45A	1.187	13.842	0	1.622	20.262	0	1.072	0	31.373	0	0	10.637	0
ST8SIA2	7.837	0	0	1.03	22.519	0.464	1.362	0	0	0	1.648	0	0
MCTP2	23.582	6.855	0.118	2.656	6.341	0.07	0	0.219	0	0	0	0	0
FURIN	12.043	0.784	0.646	2.144	0	0	0	0	24.877	27.598	92.584	0	27.095
IQGAP1	168.138	14.46	17.871	94.039	85.06	130.953	0.697	58.441	48.433	0	0.843	0	0
CRTC3	4.936	28.45	0	8.25	16.39	0.084	0	0	2.719	0	1.799	0	0
EFL1	0.375	1.564	0	1.711	8.013	0.192	0	0	0	1.02	0	0	0
SH3GL3	0	15.431	0	0.603	41.41	0	0	0	0	0	0	0	0
SEC11A	23.526	19.346	0.266	54.675	70.481	0.317	0	42.722	5.116	0	1.692	0	0
SEPT12	0	1.765	0	0	3.014	0	0	1.806	0	0	0	0	0
GLYR1	60.829	8.132	0	0	45.132	2.501	0	0.173	16.127	0	1.778	0	0
PMM2	11.637	1.455	0	1.326	18.216	2.744	0	1.116	0	0	0	0	0
SLC5A2	0.796	0	0	0	1.417	0	1.799	0	0	0	0	0	0
ITGAX	38.233	6.812	0.216	9.458	27.74	1.934	0	0	0	0	0	0	0
TGFB1I1	0	13.035	0.283	5.254	0	0	0	0	27.211	0	0	0	0
C16orf58	9.313	10.211	0	0	1.744	0.251	0	0.784	0	0	72.353	0	0
ARMC5	0.321	0	0	0.731	0	0	0	0.171	0	0	0	0	0
PARN	36.545	26.223	0.697	18.045	36.114	70.775	1.834	0	60.392	134.55	0	0.728	0
FTO	6.575	12.83	0.643	5.69	11.844	0.256	0	0.177	1.375	6.329	53.69	0.373	0.749
UQCRC2	23.875	91.655	281.274	15.157	30.334	101.235	0	0	0	1.853	0	0	158.073
CDR2	0	0	0	1.541	0	0	0	0	0	0	2.464	0	0
IGSF6	188.412	18.89	0	114.236	82.442	169.933	0	0	16.65	0	143.213	45.163	0
ARHGAP17	16.931	5.628	0.927	0.821	0.641	0.092	0	0.096	2.976	0	0.985	0	0
MYLK3	2.242	0.779	0.16	3.833	13.296	0.383	0	0	0	0	3.065	0	0.841
ABCC12	2.25	0	0.176	0	0	0	0	0	0	0	0	0	0
NKD1	0.102	0.213	0.701	0.349	0	0.262	0	0.218	0	0.277	1.675	0.092	0
DHX38	0	1.748	0.48	10.837	7.961	0	0	0	0	0	0	0	0
TXNL4B	11.226	33.91	0	59.483	0	0	0	0	0	0	0	0	0
MARVELD3	5.797	7.476	0.474	5.662	30.443	0.283	0	0	4.562	0.75	4.527	0	0
CHST4	0	0	0	0	2.372	0	0	0.355	22.034	0	0	0	0
ZFHX3	8.505	5.086	0.811	2.602	24.094	1.009	0	0.21	1.301	0.214	9.041	0.212	1.417
CLEC18B	8.492	0	0	1.29	20.14	7.546	0	0	0	0	0	0	0
CPNE2	5.26	6.193	0.785	2.866	3.254	0	0	0.487	0	0	0	0.41	0
NLRC5	15.802	2.993	0.616	14.569	21.976	0	0.649	1.225	4.748	0.39	1.571	0.129	0
KATNB1	3.876	0.807	0.665	0	1.379	0	0	0	0	0	2.119	0.347	0
KIFC3	0.741	12.356	0	3.379	1.319	0.095	0	0.099	12.252	0	0	0.997	0
ADAMTS18	6.128	6.106	0.229	2.733	13.271	0	0	0	0	0	0	0	0
NUDT7	5.431	49.785	0	21.043	15.458	0	0	0	0	0	11.877	0	0
GCSH	6.291	0	0	0	0	1.24	0	0.258	0	0	0	0	2.177
CMTM3	86.632	0	0.483	37.82	6.004	7.786	0	0.3	18.593	0	0	98.343	0
CMTM2	473.046	22.543	0	977.664	71.496	312.243	0	0	51.093	0	101.416	137.204	34.781
CDH11	0.133	0	1.027	0.303	5.677	0	3.003	0.709	0	0	2.181	0.358	0.598
NOL3	2.379	2.478	108.704	18.297	2.116	1.219	0	2.535	0	142.14	78.028	0	0
MAP1LC3B	216.681	489.065	1.437	516.333	59.572	148.336	1.513	9.101	487.025	24.559	0	0	3.014
MBTPS1	9.037	3.621	0.298	1.98	37.716	1.871	1.57	0.093	0	0	0	0.623	0
CDH13	10.816	11.597	2.866	2.537	31.122	0.815	14.37	0.932	7.885	1.728	0.87	0.713	2.863
ZCCHC14	1.204	2.508	0	0.274	1.713	0	0	0.385	0	0	6.582	0	0
TLDC1	6.324	0.454	5.615	1.74	3.103	0.224	0	0.232	7.208	0	0	0	0
ADAD2	0.433	0	0	0	0	0.444	0	0	0	0	0	0	0
OSGIN1	0	1.071	0.883	0.586	0	0	0	0	0	0	0	0	0
IRF8	2.413	61.036	0	4.713	0	0	0	0	0	0.936	101.76	0	0
RHOT2	1.032	0	1.18	0.784	0	0.176	1.553	18.325	39.781	0	0	0	0
RPL3L	16.774	10.752	1.107	6.616	32.133	0.331	0	0.688	0	0	3.527	0	0
ZSCAN32	0	14.779	0	0	0	0	0	0	0	0	0	0	0
RPS2	3434.046	1408.641	1.266	363.833	1238.216	4426.229	3.331	302.158	548.357	16.022	145.126	120.315	3.318
NDUFB10	111.416	83.141	146.988	138.328	153.816	95.479	75.118	268.487	137.403	4.517	0	68.577	0
PDPK1	5.863	29.854	0	2.041	7.532	0	0	0	0	0	0	0.584	0
TIGD7	11.023	0	0	0	9.049	1.956	1.915	0	0	1.151	0	0	0
DEF8	72.908	77.917	0	32.428	0.964	3.335	0	0	22.395	0.736	41.488	21.625	0
TCF25	18.537	46.526	0	6.617	50.851	16.83	1.009	60.098	22.144	0	1.221	0	0
GALNS	16.942	7.059	0.727	0.724	0.753	0	0	0	0	0	0	0	0
GAS8	23.767	0.66	0	8.305	1.127	26.804	0	0	0	0	0	0.568	0
MED9	0.593	4.326	0	1.014	8.443	0	0	0.474	0	0	0	0	0
NCOR1	35.115	11.791	0	30.142	28.766	41.037	1.044	20.927	19.089	0.627	0	0	0
COPS3	169.764	9.307	2.738	146.176	6.811	0	0	1.02	73.827	0	3.489	0	86.153
GID4	9.221	0	0.293	9.34	0	0	1.543	0	0	0	0	0.306	0
ZNF287	0	0	0	13.077	12.426	0	0	0	0	1.355	0	0	0
MYOCD	0.802	2.088	0	2.741	14.265	0.206	0	1.175	0	0	0	0	0
KSR1	1.169	30.742	0.251	1.831	16.114	0.375	0	0.467	2.415	0.397	3.994	0.393	5.26
UTP4	14.408	28.056	0.269	14.633	71.313	0.321	0	98.968	0	0.851	5.137	0.562	0
RANBP10	0	13.771	0	17.576	19.598	53.657	0	0.881	0	1.496	0	0.494	0
CTRL	0	0	0	0	0	0	0	0	0	0	0	0	0
DPEP3	0	0	0	9.043	0	0	0	0	0	0	4.82	0	3.968
GFOD2	19.693	17.521	1.056	6.078	5.108	0	0	0	0	0	0	0	0
NOB1	0	48.98	1.441	0	0	0	3.793	0	0	0	0	0	0
PRPSAP2	18.417	5.481	0	0.428	5.349	0	0	43.461	0	0	0	25.272	0
UNC45B	0.94	0	0.538	0.357	43.471	0	0	0	0	3.404	1.713	0	0
PCTP	23.301	27.737	229.823	45.516	40.909	0	0	0.161	5.001	0	1.654	53.444	0
OR4D1	3.25	22.57	1.24	9.876	8.993	0.185	0	0	5.968	0	0	0	0
TOM1L1	16.387	38.213	0.21	9.476	33.935	6.896	0	0.13	8.084	0	1.337	0	0
KIF2B	0	0	0	8.766	2.737	0	0	0	0	0	0	0	0
C17orf80	26.711	0	0	6.957	0	0.391	0	0	0	136.806	0	23.604	0
TOB1	59.288	17.644	0.606	55.494	30.131	38.353	3.188	0.376	23.327	0	0	0	0
VPS53	5.279	7.095	0.073	2.231	4.543	0.175	0.385	0	0	0.462	3.724	0	0
SPATA22	128.784	322.717	44.314	145.332	429.386	32.532	75.879	14.587	226.186	52.383	214.277	32.35	215.559
SGSM2	2.549	0.379	0	0.208	0.648	0.093	0	0.194	0	0	0	0	0
NPEPPS	18.081	23.501	0	26.59	30.787	0.158	0	0	0	0	4.224	0.139	0
SKAP1	14.783	39.195	0	25.268	7.172	0	3.035	180.1	0	0	0	0	0
LRRC46	0	17.088	0	0	8.979	0	0	0	0	0	0	0	0
SCRN2	0	0	0	0	0	0.3	0	0	0	0	0	0	0
SSH2	92.919	27.152	0.241	53.659	19.445	5.532	0.633	4.406	11.58	6.471	1.532	5.528	0.631
RHBDL3	2.963	0	0	4.502	0	0	0	0	0	0	0	0	0
SPACA3	7.233	0	0	1.648	0	0	0	0	0	0	0	0	0
ARSG	31.065	3.376	0	6.156	3.844	0	0	0.288	0	0	0	0	0
ABCA8	1.266	2.638	1.358	5.771	3.378	0.568	4.289	1.012	2.615	0	6.922	1.561	7.833
G6PC3	16.812	1.629	0.336	11.583	29.21	2.405	0	0.833	6.461	0	0	0	0
CLTC	18.942	11.587	0.774	28.95	41.181	98.106	752.421	17.944	49.686	0	114.238	0	0
C17orf64	0	6.261	0	0	0	0	0	0	0	0	0	0	0
BCAS3	2.776	5.52	0	1.007	9.876	7.957	0	0	0	0	0.69	0	0
PTRH2	0	3.91	1.611	0	2.671	0	3.391	0.8	0	2.039	4.104	1.346	1.689
SS18	3.186	57.917	0.994	3.3	15.454	1.782	0	0.772	0	0	0	0.26	0
TAF4B	6.596	9.619	0	2.255	0	0	0	0	0	0	0	0.296	0
AFG3L2	9.402	4.477	0	3.673	17.201	2.616	0	0.429	0	0	1.469	0	0
PRELID3A	0	9.817	0.578	4.603	26.346	1.035	0	0	0	0	0	0	0
IMPA2	89.781	112.413	0.399	49.827	19.859	55.087	0	11.154	92.248	0	0	0	0
GNAL	17.277	14.923	0	7.203	4.497	1.512	0	0	6.964	0.572	0	0.378	0
SLC39A6	0	11.074	0.415	20.925	0	0	4.366	0.258	7.986	0	89.825	0	0
RPRD1A	2.108	26.345	2.713	0	10.498	0	0.952	0.225	0	6.297	2.305	1.323	0
C18orf21	1.649	0	0	0	0	0	0	0	0	0	0	82.789	0
GALNT1	31.241	18.801	0	3.164	41.987	0	0	0	0	0	0	0	0
ASXL3	2.613	4.355	0.224	4.764	19.986	0.134	0	0.139	0	0.355	2.857	0	0
ADCYAP1	5.144	0	0	2.131	16.636	0	0	0.249	0	0	2.557	0	0
MEP1B	0	0	0	13.344	4.901	0	0	0	0	0	0	0	0
SLC25A52	1.349	0	0	1.537	33.594	0	0	0	0	0	0	0	0
GAREM1	13.401	28.897	0	20.629	56.041	0.121	0	0.125	11.656	0	1.285	0	0
ESCO1	10.095	42.058	0.578	11.886	10.774	14.662	267.514	30.481	0	3.656	0	0	0
OSBPL1A	16.397	6.463	0.57	24.492	74.101	0	0	0.118	7.324	1.204	0	0	0
GATA6	5.412	0	0.387	0.514	1.605	0.231	0	2.163	0	0	0	0	0
GREB1L	9.93	4.558	0	13.809	15.568	0	0	0.179	8.344	0	0	0	0
RMC1	10.941	0	0	15.748	59.409	0	0	0	0	0	37.777	0.516	0
PELP1	5.14	5.636	3.25	2.158	19.249	0	0	0.577	0	0	0	0	1.217
NPC1	4.403	53.205	0	1.806	1.253	0.09	0	0	0	0	2.889	0	0
SLC14A1	3.468	6.193	178.592	7.34	14.102	0	0	0.264	0	0.673	159.822	0	0
ARRB2	62.269	36.457	5.937	108.519	44.884	53.828	0	16.698	20.177	1.105	0	11.311	3.663
SLC13A5	0	6.575	1.524	0.674	2.105	1.416	0	0.841	3.26	0.536	2.157	0.707	0.888
ZMYND15	5.926	0	0	1.228	1.916	0.552	0	0	0	0	5.89	0	0
WRAP53	0.35	31.332	0	0.797	53.508	0.179	0	0.373	0	0	0	0	0
MINK1	2.276	36.512	1.953	9.856	22.674	0	2.056	0.485	0	0	1.244	0.204	0
SAT2	1.083	18.048	9.294	0	57.792	124.916	34.244	4.039	0	8.824	5.921	0	0
ASGR1	6.172	0	0	11.36	0	0	0	0	0	0	5.191	0.426	0
PIK3R5	29.632	11.358	0	32.415	4.217	0.122	0	0	0	0	0	0	0
TP53	5.005	15.64	1.879	20.318	21.145	29.507	0	8.501	36.187	0	23.942	41.786	5.63
CCDC40	1.25	4.465	0.307	1.628	20.971	0	0	0.286	2.952	0	0.977	0.16	0
ARHGDIA	17.162	28.091	0	20.953	23.986	2.199	0	6.205	30.387	0	0	1.099	0
TMC6	1.847	3.848	0	2.807	1.46	23.99	0.927	0.875	3.392	0	1.122	0.184	0
SLC16A3	6.923	4.945	2.886	1.803	4.222	0.71	12.51	1.581	0	1.075	7.57	0	0
CARD14	2.978	3.101	0	3.393	6.81	0.763	0.961	0	0	0	0	0	0.957
TTYH2	1.986	0	0	1.886	0	0	0	0.176	0	0	0	0.297	0
RAB40B	0	0	0	5.892	0	0	0	0	0	0	0	0	0
EIF4A3	13.971	46.269	1.845	19.594	22.94	2.938	0	0.573	0	0	1.958	0	0
CSNK1D	20.498	1.681	0.693	8.644	2.297	5.875	0	0.172	0	0.877	1.765	0.145	0
ANAPC11	44.627	58.91	138.78	22.657	26.723	15.856	0	149.27	14.603	0	0	68.132	0
TBCD	2.627	7.662	0.451	1.048	1.402	3.906	1.187	0.35	0	0.357	0	0	0
FN3KRP	0	0	0	15.696	0	71.843	2.705	0	0	0	0	0	0
NARF	67.043	6.052	142.685	12.733	33.392	54.647	0	52.634	22.158	0	0	0	0
RPTOR	1.209	0.72	0	0	0	0	0	0	0	0	4.721	0.155	0
FOXK2	1.781	3.71	0	0.203	5.702	0	0	0	2.943	0	0	0	0
TRIM65	6.748	2.812	0	6.152	19.206	4.151	0	0.24	0	0	0	48.803	0
CBX8	1.282	16.023	1.467	0.487	1.52	0	0	1.594	0	2.321	0	1.532	0
SECTM1	6.009	0	0	36.977	42.757	32.962	0	0	0	0	0	0	0
RNF157	14.59	21.846	12.912	7.274	29.197	0.351	12.358	12.876	3.767	0	18.695	4.905	3.077
CEP131	0	0.935	0	1.022	0	0.23	0	0.478	0	0	2.453	0	0
ZNF750	0	0	0	0	1.705	0	0	0	0	0	0	0	0
WDR45B	6.028	18.837	0	20.608	0	0	0	5.621	0	0	0	0	0
CBX4	18.535	5.148	3.181	16.192	13.188	0.95	0	0.658	20.42	0	0	0	0
RNF165	1.87	8.44	0	0.178	13.859	0.08	0	0	0	0	1.704	0	0
DYM	25.748	24.01	0.421	21.796	47.109	80.455	0	0	0	0	0	4.617	0
MAPK4	0.468	5.364	0	0.8	1.666	0	0	0	0	0	0	0.21	0
ELAC1	0.896	0	0	2.554	43.051	0.23	0	0	0	2.435	0	0	0
MBD1	10.833	0.55	0	11.441	0	0	0	0	0	0	0	0	0
SMAD4	0.542	5.084	0.116	11.279	5.788	2.016	0	0.144	0	0	0.741	0	0
TNFRSF11A	0.791	0	1.188	9.238	6.331	0	0	0.211	0	0	0	0	0
ZCCHC2	3.129	8.692	0.597	1.585	1.237	0	0.785	0.278	0	0.944	1.901	0	0
FBXO15	5.983	8.31	2.445	1.948	0	0	5.148	2.429	0	0	0	0	0
CBLN2	2.545	0	0.273	0	2.264	0	0	0	0	0	1.739	0	0
PMAIP1	54.932	1.658	0.683	3.629	0	0.408	0	1.273	0	0	0	2.141	0
P3H4	3.33	6.938	0.408	0	13.54	0	0	0.507	0	0	0	0	0
NT5C3B	5.866	5.431	0	1.485	81.155	0.334	0	0	0	0	0	0	0
RETREG3	2.767	8.645	0	3.153	59.056	0	0	0	5.715	0	0	0	0
ERBB2	2.758	1.796	0.148	0.786	0.613	0	0	0	0	0	0	0	0
GRB7	18.798	1.03	1.698	5.637	5.279	0	0	0.527	0	0	0	0.443	0
MIEN1	73.751	205.389	0	82.27	35.904	154.415	0	238.685	0	0	0	35.495	59.385
PNMT	1.221	0	0	1.392	0	0	0	1.301	0	0	6.676	0	0
ARL5C	1.562	2.169	0	5.339	12.964	0	0	0	0	0	0	0	0
STAC2	1.058	2.205	0.908	0.603	33.891	0.543	0	0.282	0	0	5.787	0	0
IGFBP4	0	3.37	0	14.746	51.792	0	3.653	0.431	13.366	0	4.422	0	0
FKBP10	1.666	0.867	0.357	0.475	10.37	0.427	1.881	0	0	0	0	0	0
TXNL4A	2.381	35.43	0	9.69	27.833	53.185	0	0.363	16.863	0	1.86	0	36.734
CACNA1A	7.215	7.73	0.318	5.778	16.427	1.479	0.372	0.066	6.813	1.008	1.803	0.407	1.67
MISP3	6.803	40.941	0	12.92	16.135	0	3.414	0.403	12.491	129.339	0	0.678	0
SAMD1	7.076	6.552	0	4.48	22.378	0.806	3.552	0	0	0	47.283	2.115	0
BRD4	8.387	1.839	0.253	5.533	15.18	1.659	0	0.862	0	0	0.804	0.132	0.662
SLC39A3	8.99	67.587	0.671	15.144	2.781	0	0	0.833	6.46	0	0	1.752	0
NFIC	5.628	7.564	0.467	4.344	9.042	2.234	0	0.29	0	17.751	2.977	0	0
TPGS1	6.351	0	0.839	0	1.738	0	0	1.041	0	0	2.671	0	0
PLPP2	2.773	23.63	0	9.479	6.277	0.517	0	0	0	0	0	0	0
ZIM3	2.709	9.877	0	4.631	0	0	0	0	0	0	0	0	0
PRDM15	1.368	2.565	0.235	2.027	0	0.14	0.618	0.365	0	0	5.236	0	0
PFKL	13.157	2.076	0.171	37.253	0	25.854	0	0.319	29.648	0	0	2.859	0
FEM1A	11.129	10.433	0.637	12.047	32.334	1.331	0	0.198	0	0	0	0	0
VAV1	33.479	6.888	0	25.904	19.115	181.585	0	0.22	61.472	0	0	16.674	0
MVB12A	15.805	1.829	0.377	25.513	4.686	0	1.983	1.17	0	0	60.002	0	0
CIB3	5.005	5.213	0	8.555	26.709	0	0	2.667	0	0	0	0	0
AC008764.1	0	0	0	0	0	0	0	0	0	0	0	0	0
SH3GL1	25.591	6.035	0	0.55	0	0.495	0	0	0	0	0	0	0
DUS3L	0	2.036	0	2.227	0	15.528	0	0	0	1.327	0	0.438	0
DPP9	0.428	9.351	2.752	0.244	14.449	0	0.966	0.57	10.597	0	8.18	0.192	2.886
DMRTC2	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC97	35.391	0.97	0	27.062	4.97	0	2.104	0	0	0	2.546	0	0
TMEM91	42.001	116.663	0	36.258	58.864	0.326	0	0	63.099	89.88	0	63.328	11.454
ZFP14	5.691	7.587	0	15.563	4.049	0	0	0	0	0	0	0	0
SIRT3	13.34	10.688	0.587	15.201	0	0	0	0.365	0	0.929	0	0	0
IFITM3	184.797	560.956	405.527	395.583	225.405	738.931	3160.18	1623.344	392.637	742.122	938.111	2001.065	89.093
PGGHG	1.015	0	0.871	11.949	0	0	1.528	0.901	0	0	9.247	0	0
HUNK	3.003	3.128	0.184	0.733	0.763	3.849	0	0	0	0.583	0	0	0
COL6A1	0	0	0	0.379	0	0	0	0.177	5.503	0	5.462	0	0
IFNAR1	94.6	2.353	172.785	71.114	82.379	0	0	0.752	0	0	0	0	0
SOD1	92.536	190.935	256.384	104.441	172.44	3.163	7.962	477.114	29.127	124.469	910.597	278.108	3.966
COL6A2	0	7.57	0	4.894	1.175	0	0	0	0	0	0	0	2.973
SIK1	0.338	0	0	0.385	0	0	0	0	0	0	0	0	0
DNMT3L	11.486	0	0	0	0	0	0	0	0	0	41.861	0	0
TRPM2	0.265	0	0.228	0	0.944	0	0	0	0	0	0	0	0
SCYL1	3.74	0	1.07	31.725	0	31.527	0	0	0	0	6.815	0	0
TMEM50B	7.125	12.369	0	12.63	12.674	0.203	0	0.211	0	0	6.492	0.355	0
APP	11.832	26.996	0.242	28.571	30.067	1.444	1.273	0.3	9.311	0	1.54	16.922	0
DOP1B	17.734	2.873	0	9.88	9.814	0.202	0	0	6.513	0	2.154	0	0
URB1	1.397	6.468	0.4	0.177	8.285	0	0	0	5.131	0.422	9.336	0	0
AKT1	5.739	5.645	0	16.348	7.372	12.013	0	0.255	0	15.154	2.614	0	0
IL19	0	5.731	0	6.27	14.681	0.353	0	0	0	0	0	0	0
EMP3	88.593	351.326	228.082	182.443	110.122	51.436	0	418.039	158.751	600.109	566.027	1123.414	350.614
SAE1	0	99.326	0	0.597	7.456	0	2.367	258.249	0	0	0	0	0
NTN5	0	2.38	0	0.651	0	0	0	0	0	0	0	0	0
LMTK3	1.57	5.233	1.347	2.147	5.585	0.644	0	0.837	0	0	0	0.563	1.413
GEMIN7	61.324	0	0	14.823	13.222	0	0	0	0	2.524	0	0	4.181
CBLC	1.103	0	0	6.285	0	0	0	0	18.229	0	0	0	0
WTIP	3.498	4.589	0	2.658	15.672	0.797	0	0	0	0	0	0	0
ADAMTS10	1.872	18.199	0.268	9.599	11.1	0.64	2.819	0.997	5.156	0	0	0	1.404
SLC6A3	0.399	0	0	0	0	0	0	1.063	0	0	0	0	0
RNPEPL1	6.107	1.885	0.194	11.856	4.023	0.348	0	0	0	10.443	2.473	0	0
CAPN10	3.809	4.959	0	0.543	4.235	0	0	3.933	0	1.293	0	0	0
MYO1F	307.205	2.168	0.536	243.335	68.862	174.451	0.94	4.214	144.458	0.565	81.925	5.411	2.81
ERVK3-1	1.771	13.283	0.304	0	0	1.271	0	0.189	0	0	0	0	0
NLRP12	27.278	68.481	0	35.466	12.441	64.002	0	0.186	0	0	0	0	0
CACNG8	2.034	8.475	0	3.477	3.618	0.104	0	0	13.447	0	1.112	0	0
ZNF787	6.786	9.088	0.416	7.18	22.417	5.963	0	0.258	0	0	2.65	0	0
TIMM29	2.865	5.969	1.639	10.883	44.172	0	25.886	2.545	0	0	0	0.856	0
FBN3	2.991	9.896	0.604	1.403	6.885	0.18	0.795	0	0	0	0.962	0	0
CARM1	0	0.832	0.686	0	2.842	0	0	0.426	0	0	0	0	0
EVI5L	3.131	17.194	0	1.946	14.175	0	1.286	0.607	0	0	0	0.255	0
TM4SF5	0	0	1.638	0	0	0	0	0	0	0	10.437	0	0
SLC47A1	1.245	14.259	0.534	2.482	5.534	0	1.405	1.326	0	0	0	0	0
PSMB6	86.017	138.234	1.055	70.012	118.034	0	0	855.144	263.987	0	288.869	110.164	0
GPR32	0	0	0	0	0	0	0	0	0	0	0	0	0
SIGLEC10	40.274	0	0	1.106	1.726	0.249	0	0	0	39.537	0	0	0
ACP4	0	0	0	1.505	0	0	0	0	0	0	0	0	0
KLK3	0	0	0	0	0	0.197	0	0	0	0	0	0	0
ZNF473	26.827	0	0	3.821	33.036	0	0	0	0	0	1.41	0	0
FAM71E1	1.136	0	0	0	4.042	0	0	0	0	0	0	0	0
RPS11	2178.723	1405.349	385.584	644.732	1220.483	2784.387	4602.821	1152.754	401.927	66.059	419.892	798.733	293.763
PTH2	0	0	0	0	0	0	0	0	0	0	0	0	34.887
AC020909.1	0	0	0	0	0	0	0	0	0	0	0	0	0
